City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,mata-utu,-13.2816,-176.1745,27.24,78,73,9.65,WF,1696133976
292,kataba,13.9833,44.3833,18.97,33,0,1.42,YE,1696133976
293,kokopo,-4.352,152.2633,27.56,83,26,3.04,PG,1696133976
294,humberto de campos,-2.5983,-43.4611,26.12,77,78,4.19,BR,1696133977
295,demre,36.2537,29.9777,20.64,72,7,1.02,TR,1696133977
296,goondiwindi,-28.55,150.3167,31.01,21,40,4.4,AU,1696133977
297,les cayes,18.2,-73.75,26.85,84,47,1.91,HT,1696133977
298,tidjikja,18.5564,-11.4271,27.58,16,33,4.56,MR,1696133978
299,qui nhon,13.7667,109.2333,30.05,67,84,3.81,VN,1696133944
300,rongelap,11.1635,166.8941,26.85,82,100,5.12,MH,1696133978
301,loukhi,66.0764,33.0381,8.36,95,100,6.97,RU,1696133978
302,amahai,-3.3333,128.9167,28.33,70,66,2.42,ID,1696133979
303,yeraliyev,43.2,51.65,18.24,49,1,1.95,KZ,1696133979
304,kotagiri,11.4333,76.8833,19.04,68,91,1.12,IN,1696133979
305,puerto deseado,-47.7503,-65.8938,9.47,71,100,12.16,AR,1696133599
306,ulladulla,-35.35,150.4667,33.76,18,95,5.02,AU,1696133655
307,raton,36.9034,-104.4391,11.19,93,100,0.0,US,1696133437
308,viedma,-40.8135,-62.9967,6.12,71,70,4.76,AR,1696133980
309,hirara,24.8,125.2833,30.92,89,75,9.26,JP,1696133980
310,huilong,31.8111,121.655,23.2,57,35,6.26,CN,1696133980
311,patterson,37.4716,-121.1297,19.32,70,93,2.25,US,1696133980
312,alofi,-19.0595,-169.9187,22.94,78,100,6.17,NU,1696133981
313,aomori,40.8244,140.74,24.18,88,75,3.6,JP,1696133870
314,suva,-18.1416,178.4415,23.71,57,40,4.63,FJ,1696133527
315,santana,-0.0583,-51.1817,28.1,78,40,4.12,BR,1696133869
316,abepura,-2.6333,140.5833,28.45,70,20,3.09,ID,1696133982
317,safi,32.1667,-8.8333,23.28,27,34,2.1,MA,1696133982
318,polyarnyy,69.1989,33.4478,7.65,94,96,4.84,RU,1696133595
319,la passe,45.5549,-0.8967,16.1,75,46,3.33,FR,1696133584
320,narasannapeta,18.4167,84.05,30.05,71,100,3.03,IN,1696133982
321,batticaloa,7.7102,81.6924,28.58,68,76,4.09,LK,1696133983
322,san javier,37.8063,-0.8374,20.63,70,0,1.54,ES,1696133983
323,minas de marcona,-15.2119,-75.1103,14.06,86,83,3.72,PE,1696133593
324,altai,46.3722,96.2583,5.93,61,100,6.91,MN,1696133983
325,kirkwall,58.9848,-2.9587,13.03,88,75,8.23,GB,1696133984
326,ribas do rio pardo,-20.4431,-53.7592,27.19,61,81,1.0,BR,1696133700
327,zhezqazghan,47.7833,67.7667,11.32,66,75,5.0,KZ,1696133984
328,zapolyarnyy,69.4154,30.8136,6.6,94,97,6.24,RU,1696133984
329,pittsfield,42.4501,-73.2454,14.15,82,100,0.0,US,1696133984
330,stabat,3.761,98.4513,32.11,55,46,0.71,ID,1696133985
331,west bend,43.4253,-88.1834,21.27,86,98,3.58,US,1696133686
332,tashtagol,52.7657,87.8894,7.71,92,100,1.64,RU,1696133843
333,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.54,GF,1696133654
334,mikumi,-7.4041,36.9831,21.12,85,93,1.06,TZ,1696133985
335,bethanie,-26.4833,17.15,12.65,37,0,0.81,NA,1696133986
336,port saint john's,-31.6229,29.5448,16.44,59,100,6.87,ZA,1696133662
337,zuunmod,47.7069,106.9528,10.57,36,9,2.2,MN,1696133986
338,alice springs,-23.7,133.8833,35.75,10,4,4.63,AU,1696133627
339,urzhar,47.093,81.6294,16.01,44,96,1.0,KZ,1696133986
340,minbu,20.1833,94.8833,26.96,84,88,4.9,MM,1696133987
341,plastun,44.7561,136.2939,17.14,51,23,4.03,RU,1696133662
342,badger,64.8,-147.5333,5.55,64,0,2.57,US,1696133605
343,sao felix do xingu,-6.6447,-51.995,24.86,54,40,0.33,BR,1696133987
344,barreirinha,-2.7933,-57.07,26.92,40,25,1.18,BR,1696133987
345,mongo,12.1844,18.693,25.59,69,100,1.67,TD,1696133988
346,mikuni,36.2171,136.1519,26.95,70,98,3.87,JP,1696133988
347,siwa oasis,29.2041,25.5195,22.97,63,78,2.2,EG,1696133988
348,southside,33.9245,-86.0225,21.92,91,75,1.54,US,1696133988
349,fort-shevchenko,44.5086,50.263,18.8,60,20,1.08,KZ,1696133701
350,erbil,36.1926,44.0106,23.9,41,61,2.57,IQ,1696133781
351,new plymouth,-39.0667,174.0833,12.67,81,57,7.85,NZ,1696133735
352,fort william,56.8165,-5.1121,12.95,97,100,1.62,GB,1696133989
353,umm kaddadah,13.6017,26.6876,26.98,64,100,5.27,SD,1696133989
354,galesong,-5.3166,119.3661,33.01,55,0,4.26,ID,1696133989
355,raja,8.4596,25.678,22.09,96,100,1.29,SS,1696133990
356,nova sintra,14.8667,-24.7167,23.21,81,71,6.69,CV,1696133601
357,saipan,15.1355,145.701,29.39,84,40,3.6,MP,1696133591
358,plover,44.4564,-89.544,18.94,90,99,0.89,US,1696133990
359,port augusta,-32.5,137.7667,22.8,36,0,7.03,AU,1696133673
360,auki,-8.7676,160.7034,27.91,74,100,1.97,SB,1696133991
361,lansing,42.7325,-84.5555,15.68,94,0,0.0,US,1696133642
362,kismayo,-0.3582,42.5454,25.97,78,2,6.09,SO,1696133991
363,kirensk,57.7853,108.1119,10.45,65,100,3.46,RU,1696133991
364,sisimiut,66.9395,-53.6735,0.1,68,80,4.47,GL,1696133665
365,swakopmund,-22.6833,14.5333,12.21,90,0,1.34,NA,1696133992
366,roma,43.2128,-75.4557,15.92,95,0,0.0,US,1696133992
367,minot air force base,48.4209,-101.3391,18.1,86,100,6.17,US,1696133992
368,emerald,-23.5333,148.1667,29.63,23,0,4.63,AU,1696133992
369,sungailiat,-1.85,106.1333,30.4,56,83,5.5,ID,1696133993
370,cabedelo,-6.9811,-34.8339,23.37,75,74,4.98,BR,1696133983
371,sievi,63.9,24.5,10.17,98,100,4.36,FI,1696133993
372,veinticinco de mayo,-35.4323,-60.1727,3.88,78,0,1.7,AR,1696133993
373,homer,59.6425,-151.5483,10.94,58,75,3.09,US,1696133994
374,susuman,62.7833,148.1667,2.17,52,16,1.42,RU,1696133688
375,bellavista,-7.0561,-76.5911,20.9,98,100,0.21,PE,1696133994
376,nanao,37.05,136.9667,26.11,74,97,4.8,JP,1696133994
377,praia da vitoria,38.7333,-27.0667,20.14,83,20,3.77,PT,1696133600
378,mermoz boabab,14.7065,-17.4758,26.31,81,39,2.32,SN,1696133994
379,sierra grande,-41.606,-65.3557,12.74,28,83,7.83,AR,1696133995
380,taltal,-25.4,-70.4833,15.53,80,12,0.5,CL,1696133995
381,ta`u,-14.2336,-169.5144,27.33,78,14,6.66,AS,1696133670
382,beroroha,-21.6667,45.1667,24.92,44,1,1.47,MG,1696133995
383,kandi,11.1342,2.9386,23.67,84,22,2.11,BJ,1696133995
384,maintirano,-18.0667,44.0167,24.83,67,39,1.52,MG,1696133996
385,embi,48.8264,58.1442,14.19,62,98,3.33,KZ,1696133996
386,karratha,-20.7377,116.8463,35.32,20,0,3.4,AU,1696133607
387,prince rupert,54.3161,-130.3201,10.83,89,100,2.06,CA,1696133633
388,cestos city,5.46,-9.5828,25.2,90,73,2.65,LR,1696133996
389,merizo village,13.2658,144.6691,31.1,87,70,3.26,GU,1696133674
390,concepcion,-36.827,-73.0498,11.89,87,100,2.57,CL,1696133997
391,shalkar,47.8288,59.6258,16.13,50,88,2.61,KZ,1696133997
392,los andes,-32.8337,-70.5983,12.23,56,1,0.99,CL,1696133997
393,saint-joseph,-21.3667,55.6167,26.37,68,9,3.27,RE,1696133997
394,lyudinovo,53.8664,34.4478,9.99,77,54,2.37,RU,1696133998
395,kerikeri,-35.2268,173.9474,15.92,51,0,4.2,NZ,1696133998
396,blackfoot,43.1905,-112.345,13.2,50,100,2.78,US,1696133911
397,altkirch,47.5833,7.1667,12.87,87,3,0.68,FR,1696133998
398,yaren,-0.5472,166.916,29.44,72,43,3.95,NR,1696133594
399,kem',64.9555,34.5793,10.93,88,98,6.7,RU,1696133999
400,belyy yar,53.6039,91.3903,2.94,87,40,5.0,RU,1696133999
401,senador jose porfirio,-2.5908,-51.9542,26.42,56,83,1.32,BR,1696133999
402,severo-yeniseyskiy,60.3725,93.0408,-2.61,78,100,5.17,RU,1696133694
403,el alto,-4.2714,-81.2147,19.64,83,40,6.78,PE,1696133999
404,puerto aysen,-45.4,-72.7,4.23,98,97,2.29,CL,1696134000
405,taoudenni,22.6783,-3.9836,28.86,24,55,5.9,ML,1696133686
406,ocean shores,46.9737,-124.1563,12.75,91,0,0.89,US,1696134000
407,nizhnyaya omka,55.4338,74.9426,5.07,48,33,3.05,RU,1696134001
408,dumka,24.2667,87.25,26.87,88,100,7.05,IN,1696134001
409,kodinsk,58.6881,99.1844,1.9,72,82,5.4,RU,1696133660
410,stanley,54.868,-1.6985,15.01,91,40,4.63,GB,1696133584
411,alginet,39.2667,-0.4667,21.42,64,3,1.69,ES,1696134001
412,coquimbo,-29.9533,-71.3436,12.85,87,100,1.03,CL,1696133589
413,valera,9.3178,-70.6036,23.92,77,76,2.5,VE,1696134002
414,jalqani,12.4486,34.2186,24.27,81,8,3.07,SD,1696134002
415,dire dawa,9.5931,41.8661,23.56,57,0,2.54,ET,1696134003
416,malango,-2.9627,119.9001,30.0,45,55,2.47,ID,1696133635
417,bihac,44.8169,15.8708,13.21,95,14,0.32,BA,1696134003
418,essaouira,31.5125,-9.77,20.72,40,68,1.03,MA,1696133643
419,mount gambier,-37.8333,140.7667,15.72,49,3,4.6,AU,1696134003
420,kogalym,62.2654,74.4791,2.08,69,99,8.63,RU,1696134004
421,baise city,23.8997,106.6133,30.82,69,9,1.73,CN,1696134004
422,bonthe,7.5264,-12.505,24.69,93,94,1.31,SL,1696134004
423,barbacoas,1.6715,-78.1398,24.73,97,98,0.46,CO,1696134004
424,paracuru,-3.41,-39.0306,27.28,76,47,6.21,BR,1696134005
425,tazovsky,67.4667,78.7,0.85,73,100,6.42,RU,1696133632
426,ariguani,10.25,-74.0,26.67,78,100,0.83,CO,1696134005
427,mirnyy,62.5353,113.9611,6.8,81,70,4.02,RU,1696134005
428,kristiansund,63.1115,7.732,11.03,87,75,6.69,NO,1696133619
429,dolinsk,47.35,142.8,15.37,91,100,2.26,RU,1696133797
430,newman,37.3138,-121.0208,16.75,70,68,2.24,US,1696133630
431,modimolle,-24.7,28.4,17.32,20,0,1.38,ZA,1696134006
432,carolina beach,34.0352,-77.8936,20.05,81,44,5.15,US,1696134006
433,saiki,32.95,131.9,25.96,58,73,7.15,JP,1696134007
434,san angelo,31.4638,-100.437,26.9,56,40,4.02,US,1696133722
435,bhola,22.6833,90.65,29.0,80,69,7.09,BD,1696134007
436,dalton,34.7698,-84.9702,21.12,89,9,0.0,US,1696134002
437,ouesso,1.6136,16.0517,21.42,99,74,0.6,CG,1696134007
438,shingu,33.7333,135.9833,27.95,76,95,1.13,JP,1696134008
439,chiredzi,-21.05,31.6667,25.15,43,0,1.9,ZW,1696134008
440,caluula,11.9661,50.7569,27.63,70,9,1.04,SO,1696133639
441,dwarka,22.2394,68.9678,28.37,64,84,3.4,IN,1696134008
442,salekhard,66.53,66.6019,4.51,98,100,4.23,RU,1696133679
443,zavodskoy,43.4597,132.2922,17.77,48,75,4.0,RU,1696134009
444,saldanha,-33.0117,17.9442,12.1,77,0,5.3,ZA,1696133594
445,proletariy,58.4342,31.7046,11.7,82,91,5.28,RU,1696134009
446,fort bragg,35.139,-79.006,17.11,91,0,0.0,US,1696133619
447,berbera,10.4396,45.0143,29.34,69,16,0.83,SO,1696134010
448,candido mendes,-1.4467,-45.7167,25.65,79,15,3.08,BR,1696134010
449,urangan,-25.3,152.9,22.53,62,32,4.78,AU,1696134010
450,sabang,5.8933,95.3214,27.83,77,20,2.68,ID,1696133836
451,suntar,62.1444,117.6319,10.86,59,80,3.01,RU,1696134010
452,arraial do cabo,-22.9661,-42.0278,20.97,83,73,11.56,BR,1696133365
453,lanark,55.6737,-3.7817,15.33,95,100,3.64,GB,1696134011
454,lagoa,39.05,-27.9833,19.6,65,100,2.52,PT,1696134011
455,seaside,36.6111,-121.8516,15.1,90,100,2.24,US,1696134011
456,cannonvale,-20.2833,148.7,21.66,71,23,5.35,AU,1696134011
457,acapulco de juarez,16.8634,-99.8901,28.9,79,40,1.54,MX,1696133915
458,kone,-21.0595,164.8658,24.87,46,8,3.98,NC,1696133686
459,abu jibeha,11.4562,31.2285,23.27,82,92,1.71,SD,1696134012
460,bomdila,27.25,92.4,19.7,68,90,1.89,IN,1696133851
461,tillaberi,14.2117,1.4531,29.96,53,14,4.31,NE,1696134012
462,sokoni,-6.4333,39.55,25.3,74,24,4.8,TZ,1696134013
463,hotan,37.0997,79.9269,19.92,24,0,4.02,CN,1696133678
464,port shepstone,-30.7414,30.455,17.27,57,100,9.5,ZA,1696134013
465,jisr ash shughur,35.8143,36.3206,20.86,85,84,2.9,SY,1696134013
466,itapuranga,-15.5622,-49.9486,25.12,64,93,0.34,BR,1696134013
467,hit,33.6416,42.8251,24.74,40,28,4.27,IQ,1696134014
468,farmville,37.3021,-78.3919,16.22,97,75,0.0,US,1696133944
469,canmore,51.0834,-115.3521,2.71,93,100,1.03,CA,1696134014
470,young,-32.6833,-57.6333,5.71,65,0,2.76,UY,1696134015
471,osby,56.3816,13.9936,11.67,86,100,3.98,SE,1696134015
472,port douglas,-16.4833,145.4667,24.52,62,22,4.75,AU,1696134015
473,andzhiyevskiy,44.23,43.08,14.04,100,100,3.13,RU,1696134015
474,muynoq,43.7683,59.0214,18.67,46,45,1.26,UZ,1696134016
475,aioun,16.6614,-9.6149,29.63,14,40,3.09,MR,1696133665
476,carnarvon,-24.8667,113.6333,21.83,57,2,6.53,AU,1696133600
477,bereznik,62.8551,42.7072,12.86,96,100,2.65,RU,1696133629
478,uribia,11.7139,-72.266,29.23,71,100,2.42,CO,1696134016
479,westport,41.1415,-73.3579,16.78,88,0,1.54,US,1696133634
480,san miguel,13.4833,-88.1833,23.95,97,90,0.49,SV,1696133690
481,tirmiz,37.2242,67.2783,20.05,40,0,1.03,UZ,1696133904
482,tommot,58.9564,126.2925,8.8,39,69,0.51,RU,1696134017
483,cambria,35.5641,-121.0808,15.13,96,7,0.45,US,1696134017
484,fort mcmurray,56.7268,-111.381,8.77,76,100,2.06,CA,1696133622
485,chenzhou,25.8,113.0333,25.5,76,96,2.12,CN,1696134018
486,lowestoft,52.4752,1.7516,16.14,87,81,6.98,GB,1696134018
487,boa vista,2.8197,-60.6733,30.99,48,0,2.57,BR,1696133739
488,acarau,-2.8856,-40.12,25.99,79,42,7.97,BR,1696134007
489,arica,-18.475,-70.3042,19.13,72,100,2.06,CL,1696134018
490,yarmouth,41.7057,-70.2286,16.08,94,100,7.6,US,1696133605
491,arvayheer,46.2639,102.775,10.81,25,41,0.47,MN,1696134019
492,mananjary,-21.2167,48.3333,22.04,81,12,4.07,MG,1696134019
493,colon,9.3592,-79.9014,26.62,85,87,1.34,PA,1696134019
494,kitami,43.8031,143.8908,23.7,76,74,5.43,JP,1696134020
495,archangelos,36.2149,28.1149,22.99,69,2,5.17,GR,1696134020
496,corn island,12.1694,-83.0418,29.14,77,35,3.78,NI,1696134020
497,nar'yan-mar,67.6713,53.087,10.73,97,100,4.44,RU,1696133612
498,gaigeturi,33.4644,126.3183,23.03,53,20,3.09,KR,1696134020
499,alhandra,-7.4386,-34.9144,23.12,82,39,2.79,BR,1696133891
500,farrokh shahr,32.2717,50.9801,8.59,34,0,2.06,IR,1696134021
501,citta di castello,43.4691,12.2305,17.13,48,21,2.09,IT,1696134021
502,galaat el andeless,37.0629,10.1183,20.95,83,33,3.22,TN,1696134021
503,chadan,51.2833,91.5833,12.07,47,100,1.68,RU,1696134021
504,noyabrsk,63.1994,75.4507,1.4,71,100,8.93,RU,1696134022
505,alghero,40.5589,8.3181,17.05,100,20,1.03,IT,1696134022
506,cullowhee,35.3137,-83.1765,19.13,92,0,0.0,US,1696134022
507,sumbawa besar,-8.5,117.4333,35.15,28,3,4.61,ID,1696133661
508,natal,-5.795,-35.2094,26.12,73,40,3.09,BR,1696134023
509,cockburn town,21.4612,-71.1419,29.03,75,69,9.05,TC,1696133621
510,beni,0.5,29.4667,16.79,94,78,0.83,CD,1696134023
511,ambon,-3.6954,128.1814,30.08,74,40,3.09,ID,1696133809
512,ujae,8.9322,165.7642,26.68,87,100,9.1,MH,1696134024
513,cidreira,-30.1811,-50.2056,15.19,81,89,4.38,BR,1696133587
514,perryton,36.4,-100.8027,22.96,53,69,4.63,US,1696134024
515,kiunga,-6.1219,141.2906,26.6,85,98,0.79,PG,1696133610
516,bongaree,-27.0797,153.1586,25.84,60,0,6.82,AU,1696134025
517,margate,51.3813,1.3862,16.84,90,58,1.34,GB,1696134025
518,marti,22.9475,-80.9203,25.89,89,100,2.88,CU,1696134025
519,inari,68.906,27.0288,6.11,97,65,2.83,FI,1696134025
520,kalmunai,7.4167,81.8167,29.36,66,88,7.51,LK,1696134026
521,vilyuysk,63.7553,121.6247,11.09,66,99,4.51,RU,1696133689
522,patos fshat,40.6428,19.6508,18.28,66,18,1.56,AL,1696134026
523,egilsstadir,65.2653,-14.3948,4.95,81,75,1.54,IS,1696133586
524,wenden,50.9667,7.8667,12.32,97,46,1.44,DE,1696134026
525,afif,23.9065,42.9172,25.89,16,0,3.89,SA,1696134027
526,piacabucu,-10.4056,-36.4344,21.91,76,46,2.45,BR,1696134027
527,tortum,40.2973,41.5477,10.97,70,96,1.89,TR,1696134027
528,pontianak,-0.0333,109.3333,30.99,55,20,3.6,ID,1696134027
529,isangel,-19.55,169.2667,23.15,63,54,8.53,VU,1696134028
530,hoopstad,-27.8327,25.9083,9.68,61,0,1.9,ZA,1696134028
531,culiacan,24.7994,-107.3897,26.82,74,0,0.0,MX,1696133951
532,fort st. john,56.2499,-120.8529,8.94,76,75,2.06,CA,1696133950
533,borgarnes,64.5383,-21.9206,11.03,80,100,4.68,IS,1696134029
534,ust'-kut,56.7938,105.7672,10.9,67,100,2.94,RU,1696134029
535,senges,-24.1128,-49.4636,18.83,95,88,1.22,BR,1696134029
536,cole harbour,44.6724,-63.4751,12.71,96,79,1.54,CA,1696134029
537,glennville,31.9366,-81.9285,19.84,93,20,2.11,US,1696134029
538,yangirabot,40.0254,65.961,18.89,27,95,1.44,UZ,1696134030
539,shiqian,27.5225,108.2281,22.04,86,99,1.69,CN,1696134030
540,nyurba,63.2842,118.3319,9.64,66,96,3.48,RU,1696134030
541,sarmiento,-45.5882,-69.07,13.13,41,100,4.38,AR,1696134030
542,crane,31.3974,-102.3501,25.79,46,19,6.97,US,1696133588
543,st. john's,47.5649,-52.7093,10.08,95,21,2.24,CA,1696133387
544,comandante fontana,-25.3345,-59.6821,15.95,62,76,2.39,AR,1696134031
545,taguatinga,-12.3857,-46.5711,28.03,30,65,2.35,BR,1696134031
546,inhambane,-23.865,35.3833,22.2,87,0,3.16,MZ,1696133611
547,arteche,12.2645,125.4048,28.63,77,100,4.51,PH,1696134032
548,zarand,30.8127,56.564,21.1,20,1,2.14,IR,1696134032
549,lazaro cardenas,17.9583,-102.2,27.55,86,11,1.43,MX,1696133362
550,yinchuan,38.4681,106.2731,20.56,29,97,2.85,CN,1696134033
551,tuy hoa,13.0833,109.3,30.62,65,100,2.72,VN,1696134033
552,dakhla,23.6848,-15.958,21.14,86,57,7.23,EH,1696134033
553,kittila,67.6647,24.8936,6.08,87,75,3.09,FI,1696134033
554,luderitz,-26.6481,15.1594,15.48,69,0,6.22,NA,1696133596
555,grand falls-windsor,48.9332,-55.6649,7.5,92,42,2.08,CA,1696133785
556,tarko-sale,64.9225,77.785,1.75,70,100,8.04,RU,1696133843
557,la reforma,25.0833,-108.05,28.49,82,92,1.36,MX,1696134034
558,alvorada,-12.48,-49.1247,27.8,51,7,2.04,BR,1696134034
559,tvoroyri,61.5556,-6.8111,9.47,86,43,12.55,FO,1696133693
560,al mahwit,15.4701,43.5448,19.13,39,1,1.53,YE,1696134035
561,the pas,53.8251,-101.2541,10.01,81,100,3.6,CA,1696134035
562,chul'man,56.8479,124.9104,8.48,46,20,1.38,RU,1696134035
563,soc trang,9.6033,105.98,31.51,61,99,4.86,VN,1696133944
564,borba,-4.3878,-59.5939,27.69,43,95,1.17,BR,1696134036
565,novodvinsk,64.4165,40.8122,12.26,88,98,3.43,RU,1696133667
566,somero,60.6167,23.5333,10.25,92,46,4.09,FI,1696134036
567,ubari,26.5921,12.7805,24.96,42,32,4.5,LY,1696134036
568,nova vicosa,-17.8919,-39.3719,22.79,74,94,2.92,BR,1696134036
569,kaya,13.0917,-1.0844,27.37,63,78,2.43,BF,1696134037
570,bathsheba,13.2167,-59.5167,28.34,89,40,3.6,BB,1696133641
571,el alia,37.1691,10.0348,20.42,78,43,3.59,TN,1696134037
572,el granada,37.5027,-122.4694,15.72,86,100,2.57,US,1696134037
573,cidade velha,14.9167,-23.6167,25.26,83,20,2.57,CV,1696134037
574,shimoda,34.6667,138.95,30.61,71,8,6.95,JP,1696133655
575,camana,-16.6228,-72.7111,17.75,88,86,2.31,PE,1696134038
576,itamaraca,-7.7478,-34.8256,24.03,80,51,4.49,BR,1696134038
577,verdal,63.7933,11.4817,10.02,96,100,1.99,NO,1696134038
578,tocopilla,-22.092,-70.1979,17.49,74,17,0.59,CL,1696134039
579,miyako,39.6367,141.9525,23.52,68,100,2.22,JP,1696134039
580,garnet,33.902,-116.5456,21.03,50,21,0.89,US,1696134039
581,olinda,-8.0089,-34.8553,23.85,88,40,1.54,BR,1696133603
582,barrouallie,13.2333,-61.2667,27.89,72,90,1.64,VC,1696134039
583,puerto san jose,13.9256,-90.8244,26.47,89,99,3.26,GT,1696133618
584,tazacorte,28.629,-17.9293,22.3,55,0,2.68,ES,1696133591
